Station Name,Sample Code,Collection Date,Analyte,Result,Rpt Limit,Units,Parent Sample
E3S81041559,EL0319B0078,3/19/2019 9:40,Total Phosphorus,0.15,0.01,mg/L as P,0
E3S81041559,EL0319B0078,3/19/2019 9:40,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81041559,EL0319B0078,3/19/2019 9:40,Field Specific Conductance,677,1,uS/cm@25degC,0
E3S81041559,EL0319B0080,3/19/2019 9:40,Chlorophyll a,1.5,0.5,µg/L,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Dissolved Nitrate + Nitrite,0.28,0.05,mg/L as N,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Dissolved Organic Carbon,4.2,0.5,mg/L as C,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Total Organic Carbon,4.1,0.5,mg/L as C,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Dissolved Ortho-phosphate,0.07,0.05,mg/L as P,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Pheophytin a,1.57,0.5,µg/L,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Total Phosphorus,0.07,0.01,mg/L as P,EL0319B0078
E3S81041559,EL0319B0080,3/19/2019 9:40,Total Kjeldahl Nitrogen,0.7,0.1,mg/L as N,EL0319B0078
E3S80192066,EL0319B0090,3/19/2019 10:36,Chlorophyll a,2.14,0.5,µg/L,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Dissolved Nitrate + Nitrite,0.37,0.05,mg/L as N,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Dissolved Organic Carbon,3,0.5,mg/L as C,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Total Organic Carbon,3,0.5,mg/L as C,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Dissolved Ortho-phosphate,0.077,0.05,mg/L as P,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Pheophytin a,1.11,0.5,µg/L,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Total Phosphorus,0.14,0.01,mg/L as P,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S80192066,EL0319B0090,3/19/2019 10:36,Field Specific Conductance,371,1,uS/cm@25degC,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Chlorophyll a,1.95,0.5,µg/L,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Dissolved Nitrate + Nitrite,0.28,0.05,mg/L as N,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Dissolved Organic Carbon,4.5,0.5,mg/L as C,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Dissolved Organic Carbon,4.6,0.5,mg/L as C,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Total Organic Carbon,4.4,0.5,mg/L as C,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Total Organic Carbon,4.4,0.5,mg/L as C,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Dissolved Ortho-phosphate,0.069,0.05,mg/L as P,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Pheophytin a,1.08,0.5,µg/L,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Total Phosphorus,0.17,0.01,mg/L as P,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Total Kjeldahl Nitrogen,0.626,0.1,mg/L as N,0
E3S81041558,EL0319B0079,3/19/2019 10:45,Field Specific Conductance,704,1,uS/cm@25degC,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Chlorophyll a,6.12,0.5,µg/L,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Dissolved Nitrate + Nitrite,0.36,0.05,mg/L as N,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Dissolved Organic Carbon,9.2,0.5,mg/L as C,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Total Organic Carbon,9.3,0.5,mg/L as C,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Dissolved Ortho-phosphate,0.062,0.05,mg/L as P,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Pheophytin a,1.7,0.5,µg/L,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Total Phosphorus,0.19,0.01,mg/L as P,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Total Kjeldahl Nitrogen,1,0.1,mg/L as N,0
E3S81191549,EL0319B0071,3/19/2019 11:10,Field Specific Conductance,1530,1,uS/cm@25degC,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Chlorophyll a,4.71,0.5,µg/L,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Dissolved Nitrate + Nitrite,0.35,0.05,mg/L as N,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Dissolved Organic Carbon,8.4,0.5,mg/L as C,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Total Organic Carbon,8.4,0.5,mg/L as C,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Dissolved Ortho-phosphate,0.069,0.05,mg/L as P,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Pheophytin a,1.75,0.5,µg/L,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Total Phosphorus,0.26,0.01,mg/L as P,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Total Kjeldahl Nitrogen,1,0.1,mg/L as N,0
E3S811101550,EL0319B0072,3/19/2019 11:20,Field Specific Conductance,1487,1,uS/cm@25degC,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Chlorophyll a,2.79,0.5,µg/L,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Dissolved Nitrate + Nitrite,0.37,0.05,mg/L as N,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Dissolved Organic Carbon,3,0.5,mg/L as C,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Dissolved Organic Carbon,3,0.5,mg/L as C,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Total Organic Carbon,3,0.5,mg/L as C,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Total Organic Carbon,3,0.5,mg/L as C,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Dissolved Ortho-phosphate,0.073,0.05,mg/L as P,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Pheophytin a,1.1,0.5,µg/L,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Total Phosphorus,0.111,0.01,mg/L as P,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Total Kjeldahl Nitrogen,0.435,0.1,mg/L as N,0
E3S80192049,EL0319B0088,3/19/2019 11:30,Field Specific Conductance,250,1,uS/cm@25degC,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Chlorophyll a,2.05,0.5,µg/L,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Dissolved Nitrate + Nitrite,0.36,0.05,mg/L as N,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Dissolved Organic Carbon,2.9,0.5,mg/L as C,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Total Organic Carbon,2.9,0.5,mg/L as C,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Dissolved Ortho-phosphate,0.075,0.05,mg/L as P,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Pheophytin a,< R.L.,0.5,µg/L,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Total Phosphorus,0.12,0.01,mg/L as P,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S80212052,EL0319B0089,3/19/2019 11:43,Field Specific Conductance,332,1,uS/cm@25degC,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Chlorophyll a,3.68,0.5,µg/L,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Dissolved Nitrate + Nitrite,0.29,0.05,mg/L as N,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Dissolved Organic Carbon,5.1,0.5,mg/L as C,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Total Organic Carbon,5.1,0.5,mg/L as C,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Dissolved Ortho-phosphate,0.067,0.05,mg/L as P,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Pheophytin a,3.05,0.5,µg/L,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Total Phosphorus,0.114,0.01,mg/L as P,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S811101553,EL0319B0073,3/19/2019 11:55,Field Specific Conductance,794,1,uS/cm@25degC,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Chlorophyll a,1.92,0.5,µg/L,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Dissolved Nitrate + Nitrite,0.28,0.05,mg/L as N,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Dissolved Organic Carbon,4.3,0.5,mg/L as C,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Total Organic Carbon,4.3,0.5,mg/L as C,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Dissolved Ortho-phosphate,0.069,0.05,mg/L as P,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Pheophytin a,3.12,0.5,µg/L,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Total Kjeldahl Nitrogen,0.441,0.1,mg/L as N,0
E3S81031544,EL0319B0074,3/19/2019 12:20,Field Specific Conductance,703,1,uS/cm@25degC,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Chlorophyll a,3.72,0.5,µg/L,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Dissolved Nitrate + Nitrite,0.29,0.05,mg/L as N,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Dissolved Organic Carbon,2.5,0.5,mg/L as C,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Total Organic Carbon,2.5,0.5,mg/L as C,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Dissolved Ortho-phosphate,0.064,0.05,mg/L as P,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Pheophytin a,0.95,0.5,µg/L,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80462003,EL0319B0087,3/19/2019 12:20,Field Specific Conductance,186,1,uS/cm@25degC,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Chlorophyll a,1.41,0.5,µg/L,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Dissolved Nitrate + Nitrite,0.28,0.05,mg/L as N,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Dissolved Organic Carbon,4.3,0.5,mg/L as C,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Total Organic Carbon,4.3,0.5,mg/L as C,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Dissolved Ortho-phosphate,0.069,0.05,mg/L as P,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Pheophytin a,3.2,0.5,µg/L,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Total Phosphorus,0.217,0.01,mg/L as P,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
E3S81051544,EL0319B0075,3/19/2019 12:35,Field Specific Conductance,716,1,uS/cm@25degC,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Chlorophyll a,2.96,0.5,µg/L,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Dissolved Nitrate + Nitrite,0.28,0.05,mg/L as N,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Dissolved Organic Carbon,2.5,0.5,mg/L as C,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Total Organic Carbon,2.5,0.5,mg/L as C,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Dissolved Ortho-phosphate,0.074,0.05,mg/L as P,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Pheophytin a,0.93,0.5,µg/L,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Total Phosphorus,0.09,0.01,mg/L as P,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S804102007,EL0319B0085,3/19/2019 12:58,Field Specific Conductance,281,1,uS/cm@25degC,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Chlorophyll a,2.67,0.5,µg/L,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Dissolved Nitrate + Nitrite,0.29,0.05,mg/L as N,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Dissolved Organic Carbon,2.6,0.5,mg/L as C,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Dissolved Ortho-phosphate,0.068,0.05,mg/L as P,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Pheophytin a,0.51,0.5,µg/L,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80482010,EL0319B0084,3/19/2019 13:11,Field Specific Conductance,206,1,uS/cm@25degC,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Chlorophyll a,3.02,0.5,µg/L,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Dissolved Nitrate + Nitrite,0.76,0.05,mg/L as N,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Dissolved Organic Carbon,7.1,0.5,mg/L as C,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Total Organic Carbon,7.1,0.5,mg/L as C,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Dissolved Ortho-phosphate,0.133,0.05,mg/L as P,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Pheophytin a,5.27,0.5,µg/L,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Total Phosphorus,0.27,0.01,mg/L as P,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Total Kjeldahl Nitrogen,1.1,0.1,mg/L as N,0
E3S811920110,EL0319B0068,3/19/2019 13:45,Field Specific Conductance,1423,1,uS/cm@25degC,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Chlorophyll a,3.99,0.5,µg/L,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Dissolved Nitrate + Nitrite,0.745,0.05,mg/L as N,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Dissolved Organic Carbon,6.9,0.5,mg/L as C,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Total Organic Carbon,6.9,0.5,mg/L as C,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Dissolved Ortho-phosphate,0.139,0.05,mg/L as P,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Pheophytin a,1.8,0.5,µg/L,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Total Phosphorus,0.309,0.01,mg/L as P,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Total Kjeldahl Nitrogen,1,0.1,mg/L as N,0
E3S81182017,EL0319B0069,3/19/2019 13:57,Field Specific Conductance,1405,1,uS/cm@25degC,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Chlorophyll a,2.38,0.5,µg/L,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Dissolved Nitrate + Nitrite,0.36,0.05,mg/L as N,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Dissolved Organic Carbon,3.1,0.5,mg/L as C,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Total Organic Carbon,2.9,0.5,mg/L as C,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Dissolved Ortho-phosphate,0.068,0.05,mg/L as P,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Pheophytin a,0.69,0.5,µg/L,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Total Phosphorus,0.07,0.01,mg/L as P,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80241522,EL0319B0083,3/19/2019 13:57,Field Specific Conductance,186,1,uS/cm@25degC,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Chlorophyll a,3.4,0.5,µg/L,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Dissolved Nitrate + Nitrite,0.8,0.05,mg/L as N,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Dissolved Organic Carbon,7.5,0.5,mg/L as C,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Dissolved Organic Carbon,7.5,0.5,mg/L as C,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Total Organic Carbon,7.2,0.5,mg/L as C,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Total Organic Carbon,7.3,0.5,mg/L as C,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Dissolved Ortho-phosphate,0.169,0.05,mg/L as P,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Pheophytin a,1.71,0.5,µg/L,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Total Phosphorus,0.32,0.01,mg/L as P,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Total Kjeldahl Nitrogen,1.03,0.1,mg/L as N,0
E3S811720110,EL0319B0070,3/19/2019 14:10,Field Specific Conductance,1445,1,uS/cm@25degC,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Chlorophyll a,1.63,0.5,µg/L,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Dissolved Nitrate + Nitrite,0.374,0.05,mg/L as N,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Dissolved Organic Carbon,3.4,0.5,mg/L as C,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Total Organic Carbon,3.4,0.5,mg/L as C,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Dissolved Ortho-phosphate,0.069,0.05,mg/L as P,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Pheophytin a,1.6,0.5,µg/L,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Total Phosphorus,0.09,0.01,mg/L as P,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80221524,EL0319B0082,3/19/2019 15:56,Field Specific Conductance,203,1,uS/cm@25degC,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Chlorophyll a,1.05,0.5,µg/L,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Dissolved Nitrate + Nitrite,0.36,0.05,mg/L as N,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Dissolved Organic Carbon,3.6,0.5,mg/L as C,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Total Organic Carbon,3.6,0.5,mg/L as C,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Dissolved Ortho-phosphate,0.071,0.05,mg/L as P,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Pheophytin a,0.54,0.5,µg/L,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80231523,EL0319B0081,3/19/2019 16:27,Field Specific Conductance,220,1,uS/cm@25degC,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Chlorophyll a,3.37,0.5,µg/L,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Dissolved Nitrate + Nitrite,0.29,0.05,mg/L as N,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Dissolved Organic Carbon,2.8,0.5,mg/L as C,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Dissolved Ortho-phosphate,0.064,0.05,mg/L as P,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Pheophytin a,0.74,0.5,µg/L,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Total Kjeldahl Nitrogen,0.2,0.1,mg/L as N,0
E3S80462005,EL0319B0086,3/19/2019 16:38,Field Specific Conductance,191,1,uS/cm@25degC,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Chlorophyll a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Dissolved Nitrate + Nitrite,< R.L.,0.05,mg/L as N,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Dissolved Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Total Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Pheophytin a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Total Phosphorus,< R.L.,0.01,mg/L as P,0
Blank; Equipment (ID:47718,EL0319B0092,3/19/2019 20:00,Total Kjeldahl Nitrogen,< R.L.,0.1,mg/L as N,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Chlorophyll a,2.05,0.5,µg/L,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Dissolved Nitrate + Nitrite,0.27,0.05,mg/L as N,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Dissolved Organic Carbon,4.3,0.5,mg/L as C,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Total Organic Carbon,4.1,0.5,mg/L as C,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Dissolved Ortho-phosphate,0.063,0.05,mg/L as P,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Pheophytin a,2.57,0.5,µg/L,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Total Phosphorus,0.109,0.01,mg/L as P,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81071545,EL0319B0126,3/26/2019 8:48,Field Specific Conductance,717,1,uS/cm@25degC,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Chlorophyll a,3.85,0.5,µg/L,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Dissolved Nitrate + Nitrite,0.23,0.05,mg/L as N,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Dissolved Organic Carbon,5.8,0.5,mg/L as C,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Total Organic Carbon,5.1,0.5,mg/L as C,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Dissolved Ortho-phosphate,0.07,0.05,mg/L as P,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Pheophytin a,2.64,0.5,µg/L,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Total Phosphorus,0.13,0.01,mg/L as P,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81031544,EL0319B0124,3/26/2019 9:40,Field Specific Conductance,819,1,uS/cm@25degC,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Chlorophyll a,3.17,0.5,µg/L,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Dissolved Nitrate + Nitrite,0.246,0.05,mg/L as N,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Dissolved Organic Carbon,5.5,0.5,mg/L as C,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Total Organic Carbon,4.9,0.5,mg/L as C,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Dissolved Ortho-phosphate,0.068,0.05,mg/L as P,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Pheophytin a,2.44,0.5,µg/L,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Total Phosphorus,0.13,0.01,mg/L as P,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S81051544,EL0319B0125,3/26/2019 10:23,Field Specific Conductance,800,1,uS/cm@25degC,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Chlorophyll a,5.86,0.5,µg/L,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Dissolved Nitrate + Nitrite,0.35,0.05,mg/L as N,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Dissolved Organic Carbon,10.7,0.5,mg/L as C,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Total Organic Carbon,9.7,0.5,mg/L as C,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Dissolved Ortho-phosphate,0.065,0.05,mg/L as P,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Pheophytin a,1.59,0.5,µg/L,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Total Phosphorus,0.23,0.01,mg/L as P,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Total Kjeldahl Nitrogen,1.03,0.1,mg/L as N,0
E3S81191549,EL0319B0121,3/26/2019 11:40,Field Specific Conductance,1864,1,uS/cm@25degC,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Chlorophyll a,4.97,0.5,µg/L,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Dissolved Nitrate + Nitrite,0.34,0.05,mg/L as N,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Total Organic Carbon,10.2,0.5,mg/L as C,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Dissolved Organic Carbon,11.6,0.5,mg/L as C,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Dissolved Ortho-phosphate,0.063,0.05,mg/L as P,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Pheophytin a,9.81,0.5,µg/L,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Total Phosphorus,0.41,0.01,mg/L as P,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Total Phosphorus,0.42,0.01,mg/L as P,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Total Kjeldahl Nitrogen,1.54,0.1,mg/L as N,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Total Kjeldahl Nitrogen,1.55,0.1,mg/L as N,0
E3S811101550,EL0319B0122,3/26/2019 12:15,Field Specific Conductance,2311,1,uS/cm@25degC,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Chlorophyll a,6.17,0.5,µg/L,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Dissolved Nitrate + Nitrite,0.4,0.05,mg/L as N,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Dissolved Organic Carbon,10.9,0.5,mg/L as C,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Total Organic Carbon,10,0.5,mg/L as C,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Dissolved Ortho-phosphate,0.056,0.05,mg/L as P,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Pheophytin a,3.56,0.5,µg/L,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Total Phosphorus,0.2,0.01,mg/L as P,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Total Kjeldahl Nitrogen,1.05,0.1,mg/L as N,0
E3S811101553,EL0319B0123,3/26/2019 13:00,Field Specific Conductance,1918,1,uS/cm@25degC,0
E3S811101553,EL0319B0130,3/26/2019 13:05,Chlorophyll a,15.43,0.5,µg/L,EL0319B0123
E3S811101553,EL0319B0130,3/26/2019 13:05,Dissolved Nitrate + Nitrite,0.23,0.05,mg/L as N,EL0319B0123
