Region,Month,Year,FunctionalGroup,BPUE,Grazing_m3
Confluence,11,2012,Herbivore,1874.4513461538463,0.002938776153846154
Confluence,11,2012,Omnivor,2930.527923076923,0.020648266038461538
Confluence,11,2012,Predator,840.902076923077,0.06912163461538462
Confluence,11,2013,Herbivore,2007.5058846153847,0.0023105711538461537
Confluence,11,2013,Omnivor,3587.121923076923,0.02938100719230769
Confluence,11,2013,Predator,739.5074230769231,0.07279189615384615
Confluence,11,2014,Herbivore,2706.2919333333334,0.0032015393333333334
Confluence,11,2014,Omnivor,3544.9843666666666,0.028182559633333333
Confluence,11,2014,Predator,1741.5230999999999,0.18074145503333333
Confluence,11,2015,Herbivore,4805.7108333333335,0.0088617993
Confluence,11,2015,Omnivor,4329.054866666666,0.035253495466666666
Confluence,11,2015,Predator,2158.575233333333,0.23387903333333335
Confluence,11,2016,Herbivore,3937.6937931034486,0.004197371034482759
Confluence,11,2016,Omnivor,2459.35824137931,0.020333739827586204
Confluence,11,2016,Predator,1280.7406896551724,0.1348201310689655
Confluence,11,2017,Herbivore,812.856121780301,0.0020680619783317467
Confluence,11,2017,Omnivor,4346.029974847972,0.030259128481602518
Confluence,11,2017,Predator,933.79552105349,0.0992392340749987
Confluence,11,2018,Herbivore,1942.9256075197968,0.002398078239419516
Confluence,11,2018,Omnivor,2013.7866450089145,0.016767112562715614
Confluence,11,2018,Predator,1489.5292100288443,0.14966717831837276
Confluence,11,2019,Herbivore,749.8413106518136,0.0011973307340511
Confluence,11,2019,Omnivor,2702.772981011277,0.021711752140338852
Confluence,11,2019,Predator,710.0416864829037,0.07848660887158175
Confluence,11,2020,Herbivore,1655.7366883571488,0.0026278890091859758
Confluence,11,2020,Omnivor,2429.3049351285417,0.01993155670912647
Confluence,11,2020,Predator,1951.596460045885,0.20449408922784532
Confluence,11,2021,Herbivore,1071.7475919325905,0.0015485462172024208
Confluence,11,2021,Omnivor,1052.6623596006943,0.009034785714835254
Confluence,11,2021,Predator,814.9853133763336,0.081488737196802
Confluence,11,2022,Herbivore,1117.3648846153847,0.002265627692307692
Confluence,11,2022,Omnivor,2663.8493461538465,0.02301446126923077
Confluence,11,2022,Predator,2128.984923076923,0.22125580384615384
Confluence,11,2023,Herbivore,1218.5583461538463,0.003414868076923077
Confluence,11,2023,Omnivor,4552.759307692308,0.03388964957692308
Confluence,11,2023,Predator,1873.004269230769,0.19766955
Confluence,12,2010,Herbivore,1081.0659375,0.001220559375
Confluence,12,2010,Omnivor,546.8290000000001,0.003138411125
Confluence,12,2010,Predator,244.446375,0.0257876581875
Confluence,12,2011,Herbivore,891.6162307692308,0.0017862957692307692
Confluence,12,2011,Omnivor,812.4403846153846,0.006432958538461538
Confluence,12,2011,Predator,946.2024615384615,0.10373724315384615
Confluence,12,2012,Herbivore,885.7331250000001,0.0018315
Confluence,12,2012,Omnivor,768.3932500000001,0.0029695803333333335
Confluence,12,2012,Predator,53.15095833333333,0.0037403080000000003
Confluence,12,2013,Herbivore,1311.2686153846155,0.0018825265384615386
Confluence,12,2013,Omnivor,1112.324423076923,0.008914585807692308
Confluence,12,2013,Predator,405.6386153846154,0.041378950000000005
Confluence,12,2014,Herbivore,1167.3463076923078,0.0022584191923076926
Confluence,12,2014,Omnivor,1240.4939615384617,0.007442743384615385
Confluence,12,2014,Predator,645.1305769230769,0.06751774038461539
Confluence,12,2015,Herbivore,2370.3335333333334,0.007101478766666667
Confluence,12,2015,Omnivor,2976.6676333333335,0.02377870526666667
Confluence,12,2015,Predator,1438.7844666666667,0.1497428408
Confluence,12,2016,Herbivore,1299.4431333333334,0.0015815326666666666
Confluence,12,2016,Omnivor,795.2794,0.0067142239
Confluence,12,2016,Predator,661.9205333333333,0.06680224476666667
Confluence,12,2017,Herbivore,1367.4828214285715,0.0023334781071428575
Confluence,12,2017,Omnivor,1412.9196071428573,0.011741955285714286
Confluence,12,2017,Predator,498.5625357142857,0.05275545717857143
Confluence,12,2018,Herbivore,1845.9073666666668,0.0025232713333333333
Confluence,12,2018,Omnivor,904.1814,0.007843531833333334
Confluence,12,2018,Predator,530.3691,0.05573438853333333
Confluence,12,2019,Herbivore,1620.2826785714287,0.0024219478571428574
Confluence,12,2019,Omnivor,2331.4389642857145,0.01991566342857143
Confluence,12,2019,Predator,623.2015714285715,0.06059909539285714
Confluence,12,2020,Herbivore,514.7264,8.494495e-4
Confluence,12,2020,Omnivor,845.5991,0.0075692985
Confluence,12,2020,Predator,797.3584,0.086625
Confluence,12,2021,Herbivore,1368.4751071428573,0.002004792142857143
Confluence,12,2021,Omnivor,675.2052142857143,0.006078842678571428
Confluence,12,2021,Predator,771.6633928571429,0.078427525
Confluence,12,2022,Herbivore,687.2018461538462,0.0022283838461538462
Confluence,12,2022,Omnivor,933.9552692307693,0.007180452653846155
Confluence,12,2022,Predator,741.9879615384615,0.08043443157692308
Confluence,12,2023,Herbivore,547.1943600000001,0.0013795476
Confluence,12,2023,Omnivor,1499.87248,0.0133881788
Confluence,12,2023,Predator,1434.10056,0.13130166136
North,3,2010,Herbivore,4685.205984692705,0.046187861394290514
North,3,2010,Omnivor,600.2178871845722,0.0028180460486564073
North,3,2010,Predator,0,0
North,3,2011,Herbivore,4261.983743588708,0.036360092915210716
North,3,2011,Omnivor,333.0031221605564,8.830205716811812e-4
North,3,2011,Predator,0,0
North,3,2012,Herbivore,7289.922538759186,0.05889937562422832
North,3,2012,Omnivor,351.40521400399734,0.0011606018994409556
North,3,2012,Predator,0,0
North,3,2013,Herbivore,8379.14311855098,0.08300454133126978
North,3,2013,Omnivor,764.1973657342792,0.0030206692094974508
North,3,2013,Predator,0,0
North,3,2014,Herbivore,2691.4161468218545,0.023250252254511623
North,3,2014,Omnivor,730.3260820095927,0.0035435440101661067
North,3,2014,Predator,136.35199155152108,0.0012174284959957239
North,3,2015,Herbivore,8382.245599077656,0.07074594641861169
North,3,2015,Omnivor,2380.098921076093,0.011552310855940868
North,3,2015,Predator,39.74309957616877,0.00035484910335864973
North,3,2016,Herbivore,9125.413106528058,0.06360288705053903
North,3,2016,Omnivor,1188.9714010076711,0.0046080366348283984
North,3,2016,Predator,190.2663753199223,0.0016988069224993063
North,3,2017,Herbivore,8547.805771186613,0.06756189647231241
North,3,2017,Omnivor,785.783903379036,0.0019509786101749819
North,3,2017,Predator,0,0
North,3,2018,Herbivore,3932.022752247446,0.03241508693218533
North,3,2018,Omnivor,488.5262899492177,0.0016237671040811872
North,3,2018,Predator,0,0
North,3,2019,Herbivore,4499.916158942751,0.03979101151290174
North,3,2019,Omnivor,503.28769739063006,0.0010875543805491101
North,3,2019,Predator,0,0
North,3,2020,Herbivore,5699.712684701023,0.04924789825331342
North,3,2020,Omnivor,465.71570122836107,0.0019124778613442118
North,3,2020,Predator,0,0
North,3,2021,Herbivore,6893.039056748643,0.043818750409977146
North,3,2021,Omnivor,307.9355795009936,0.0015067941970689567
North,3,2021,Predator,0,0
North,3,2022,Herbivore,16155.60640736801,0.08310530567972912
North,3,2022,Omnivor,426.4155435494554,0.0018265987565977612
North,3,2022,Predator,0,0
North,4,2010,Herbivore,24161.361235442244,0.2253708575106412
North,4,2010,Omnivor,1725.644922700028,0.007541672935527572
North,4,2010,Predator,0,0
North,4,2011,Herbivore,17850.75578059649,0.11903643463894795
North,4,2011,Omnivor,2102.5785568027327,0.00408140495784835
North,4,2011,Predator,0,0
North,4,2012,Herbivore,9141.661260095418,0.08563733715653357
North,4,2012,Omnivor,615.7467166542215,0.002623495432810806
North,4,2012,Predator,0,0
North,4,2013,Herbivore,17889.73048085956,0.16544169388511054
North,4,2013,Omnivor,2272.0130607835367,0.010867919520400214
North,4,2013,Predator,0,0
North,4,2014,Herbivore,8135.553884962863,0.07246689745502852
North,4,2014,Omnivor,3123.6015703933213,0.01835924839912107
North,4,2014,Predator,161.4340040056259,0.0014381309915526635
North,4,2015,Herbivore,10398.132703418276,0.06651780182559335
North,4,2015,Omnivor,8518.283189761145,0.0523640378284737
North,4,2015,Predator,53.32011599789828,4.760724642669489e-4
North,4,2016,Herbivore,9302.115156499121,0.06394275183966416
North,4,2016,Omnivor,6366.756985245117,0.04118778663889752
North,4,2016,Predator,105.59412943286183,9.428047270791235e-4
North,4,2017,Herbivore,3375.475542794869,0.024824007498176672
North,4,2017,Omnivor,332.7815215492116,9.707008929496305e-4
North,4,2017,Predator,809.4689254439904,0.007038178262467237
North,4,2018,Herbivore,5297.109762667481,0.037515663949051446
North,4,2018,Omnivor,732.3899140925607,0.0034267674815861055
North,4,2018,Predator,0,0
North,4,2019,Herbivore,40174.6011421125,0.2747923224421337
North,4,2019,Omnivor,850.8720894772007,0.0031734713677320663
North,4,2019,Predator,2.9092831555958134,1.4938872370937226e-5
North,4,2020,Herbivore,21650.684489584182,0.12958727249578444
North,4,2020,Omnivor,1119.2029947754318,0.005817909329758486
North,4,2020,Predator,0.5908590292330188,9.343082117552076e-6
North,4,2021,Herbivore,22974.432999524168,0.13402130313538244
North,4,2021,Omnivor,687.8556865035121,0.003186279635119118
North,4,2021,Predator,0.4693030281939726,2.1951289038915754e-5
North,4,2022,Herbivore,11777.935550507527,0.0849290926676011
North,4,2022,Omnivor,464.74139855789485,0.0024458602741212407
North,4,2022,Predator,2.3197578817421243,1.9314872110680087e-4
North,5,2010,Herbivore,46263.3524013053,0.28567718086766575
North,5,2010,Omnivor,5403.314572590287,0.03829873464367209
North,5,2010,Predator,0,0
North,5,2011,Herbivore,39926.55858775214,0.19129156847561515
North,5,2011,Omnivor,2162.3293075491565,0.006310317948590812
North,5,2011,Predator,0,0
North,5,2012,Herbivore,23617.587167359907,0.18065384402046378
North,5,2012,Omnivor,3095.13215210791,0.022832093492880283
North,5,2012,Predator,0,0
North,5,2013,Herbivore,11063.182348138296,0.0971011576914375
North,5,2013,Omnivor,6148.835682591535,0.039987371848846584
North,5,2013,Predator,0,0
North,5,2014,Herbivore,9465.849859560025,0.0738574709922992
North,5,2014,Omnivor,12785.164663151509,0.0786468376925267
North,5,2014,Predator,179.61429121352134,0.0014932251156345912
North,5,2015,Herbivore,53937.841261794456,0.2565417015877081
North,5,2015,Omnivor,11024.52731696709,0.07386451536061736
North,5,2015,Predator,9.587390921188478,5.649313261511447e-4
North,5,2016,Herbivore,53812.60668785112,0.2615823119088576
North,5,2016,Omnivor,7183.808507651896,0.05195443661415965
North,5,2016,Predator,85.39432250741494,7.597264854844151e-4
North,5,2017,Herbivore,17400.633532782413,0.09928762983138993
North,5,2017,Omnivor,2464.5626877744216,0.014731557030640427
North,5,2017,Predator,1047.7658216732837,0.009178330362454494
North,5,2018,Herbivore,10095.983430953953,0.06647690385170546
North,5,2018,Omnivor,12024.866542224196,0.09626130849844665
North,5,2018,Predator,0,0
North,5,2019,Herbivore,33407.238600862,0.18456352998170833
North,5,2019,Omnivor,2044.5313262935158,0.009704059795428344
North,5,2019,Predator,8.770117385915,2.9233724619716666e-7
North,5,2020,Herbivore,59381.54612809714,0.30149962651390677
North,5,2020,Omnivor,5531.631346077362,0.03880942448226951
North,5,2020,Predator,3.1148740237499997,7.89535444078986e-5
North,5,2021,Herbivore,27166.396320548673,0.16147186315236708
North,5,2021,Omnivor,5709.920546026026,0.03408945037208438
North,5,2021,Predator,0.08500841425142856,3.445474423034921e-7
North,5,2022,Herbivore,14166.463234958543,0.08536853861880797
North,5,2022,Omnivor,2686.450542250413,0.01563808717283804
North,5,2022,Predator,0.20392218645625657,1.9764986221297816e-5
North,6,2010,Herbivore,13655.953038964963,0.10740448975264118
North,6,2010,Omnivor,8587.03465510815,0.06032454985516909
North,6,2010,Predator,28.40651787172485,2.5135035124517315e-4
North,6,2011,Herbivore,17521.107148812873,0.1479478226781942
North,6,2011,Omnivor,8860.53691347374,0.06098707076073752
North,6,2011,Predator,25.3413,2.2918906666666666e-4
North,6,2012,Herbivore,18284.063965173405,0.1429156263850843
North,6,2012,Omnivor,9007.804778775826,0.0651971549880796
North,6,2012,Predator,14.5502,1.682014e-4
North,6,2013,Herbivore,6994.316724016377,0.0704209454597522
North,6,2013,Omnivor,8658.767886119005,0.05968096945074767
North,6,2013,Predator,6.0496702074790285,1.4684467168371974e-4
North,6,2014,Herbivore,8818.83179901354,0.08258616375044261
North,6,2014,Omnivor,10996.53551442022,0.07375591949840699
North,6,2014,Predator,27.57651779743685,8.339647545970699e-4
North,6,2015,Herbivore,26868.411012606255,0.15282538550396457
North,6,2015,Omnivor,11941.691852439317,0.07933358823305202
North,6,2015,Predator,6.076567985554522,2.796858365401874e-4
North,6,2016,Herbivore,26369.0141911091,0.15941773550848742
North,6,2016,Omnivor,12384.22302635908,0.08456205096947206
North,6,2016,Predator,57.303167739581355,5.023856987897561e-4
North,6,2017,Herbivore,17279.246840163014,0.11301479825851041
North,6,2017,Omnivor,21984.92608235536,0.14651463965258463
North,6,2017,Predator,93.07257576519953,9.726675773882509e-4
North,6,2018,Herbivore,3931.0542399635783,0.03456098126187622
North,6,2018,Omnivor,11198.717338147997,0.07933547397094298
North,6,2018,Predator,4.908859935077995,1.1262296167333854e-4
North,6,2019,Herbivore,31402.84946382579,0.18062865187559082
North,6,2019,Omnivor,9900.228593343563,0.07099294615973564
North,6,2019,Predator,109.72851768945394,0.0010302686947994222
North,6,2020,Herbivore,34421.66678784137,0.17612723366238034
North,6,2020,Omnivor,9821.334208610144,0.06749895545965935
North,6,2020,Predator,22.867256459000366,0.0024424413419061094
North,6,2021,Herbivore,67161.58873450778,0.3508967379727405
North,6,2021,Omnivor,15231.656417826038,0.08887644402427436
North,6,2021,Predator,473.5805947927281,0.011171853274095674
North,6,2022,Herbivore,7093.478900796057,0.06067214893567312
North,6,2022,Omnivor,6815.336566626563,0.043031198213737784
North,6,2022,Predator,3.339152776683384,3.615602799952436e-4
North,6,2023,Herbivore,10638.845312500001,0.0898656225
North,6,2023,Omnivor,10302.3063125,0.0795409655
North,6,2023,Predator,6.02775,1.385683125e-4
North,7,2010,Herbivore,4323.8808802480535,0.04572919981661145
North,7,2010,Omnivor,10600.083465899823,0.08301307316568829
North,7,2010,Predator,0,0
North,7,2011,Herbivore,13559.881850472437,0.11232797319318033
North,7,2011,Omnivor,10474.647884680104,0.07989619986816499
North,7,2011,Predator,6.907217391304347,6.0393608695652173e-05
North,7,2012,Herbivore,6921.457705464713,0.07993719958842849
North,7,2012,Omnivor,6748.038338446482,0.04522524049405894
North,7,2012,Predator,1.650782608695652,1.473913043478261e-5
North,7,2013,Herbivore,6262.1187359919195,0.07433632708266127
North,7,2013,Omnivor,10228.123197319923,0.06177244626860999
North,7,2013,Predator,4.701217391304348,2.863304347826087e-4
North,7,2014,Herbivore,6107.470113741084,0.0688452457033399
North,7,2014,Omnivor,9689.552567809727,0.05635025779095634
North,7,2014,Predator,30.560745291124277,0.0030455472518314433
North,7,2015,Herbivore,15661.862916804852,0.1127421855899622
North,7,2015,Omnivor,11187.720036499482,0.06397147628250804
North,7,2015,Predator,13.75855592073468,0.0015304702119384183
North,7,2016,Herbivore,15561.267401982279,0.13021069926158896
North,7,2016,Omnivor,11021.108112655327,0.06389513280542748
North,7,2016,Predator,329.1696861216258,5.970209607858545e-4
North,7,2017,Herbivore,6452.795866666667,0.07277788266666667
North,7,2017,Omnivor,22657.469733333335,0.15164377346666666
North,7,2017,Predator,50.6388,4.984266666666667e-4
North,7,2018,Herbivore,4496.483369407112,0.0576908865287659
North,7,2018,Omnivor,12039.032634562216,0.07516359669856319
North,7,2018,Predator,4.731631578947368,3.276676842105263e-4
North,7,2019,Herbivore,5311.417298645377,0.0699452314229283
North,7,2019,Omnivor,9650.832743537723,0.06516066363641684
North,7,2019,Predator,11.026479280577922,1.7491033990124494e-4
North,7,2020,Herbivore,18036.122459638573,0.10875838191613994
North,7,2020,Omnivor,6434.833664369075,0.0361194059804294
North,7,2020,Predator,8.962469611810784,3.2407601790854733e-4
North,7,2021,Herbivore,18226.454695681394,0.1113990413162587
North,7,2021,Omnivor,9462.802723465118,0.05384672414244514
North,7,2021,Predator,84.74253442213816,0.0063665044951479515
North,7,2022,Herbivore,1958.0534450076127,0.022932156390740158
North,7,2022,Omnivor,3670.2996142575776,0.024265622917468258
North,7,2022,Predator,9.6951450292725,0.0010783122281379
North,7,2023,Herbivore,7557.811875,0.083613981875
North,7,2023,Omnivor,8442.392,0.061061804812499995
North,7,2023,Predator,5.3221875,1.23925e-4
North,8,2011,Herbivore,5209.722133333334,0.07372901386666667
North,8,2011,Omnivor,6632.727466666666,0.0430898764
North,8,2011,Predator,5.5607999999999995,3.340106666666667e-4
North,8,2012,Herbivore,3752.0014375,0.047208108750000005
North,8,2012,Omnivor,8352.40225,0.0474124995
North,8,2012,Predator,0.315,2.8125e-6
North,8,2013,Herbivore,2594.3848125,0.035070349375
North,8,2013,Omnivor,6116.5166874999995,0.031946386
North,8,2013,Predator,1.1287500000000001,1.1250425000000001e-4
North,8,2014,Herbivore,6782.331375000001,0.09423052124999999
North,8,2014,Omnivor,13357.995625,0.08228637475
North,8,2014,Predator,9.15175,6.9105e-4
North,8,2015,Herbivore,1931.1815000000001,0.03001269875
North,8,2015,Omnivor,7667.705125,0.04764252
North,8,2015,Predator,29.336625,0.00329625
North,8,2016,Herbivore,3746.69575,0.04682736125
North,8,2016,Omnivor,10192.00975,0.058709186875
North,8,2016,Predator,14.507624999999999,0.001147875
North,8,2017,Herbivore,2144.2443125,0.0319847308125
North,8,2017,Omnivor,13235.3426875,0.0748460194375
North,8,2017,Predator,2.7693749999999997,1.22343125e-5
North,8,2018,Herbivore,3984.1895,0.05520163275
North,8,2018,Omnivor,10273.3608125,0.050235126812499996
North,8,2018,Predator,6.590437499999999,3.7538537499999996e-4
North,8,2019,Herbivore,2743.3431001225,0.03816094033930367
North,8,2019,Omnivor,8002.2711476585755,0.04769147509355128
North,8,2019,Predator,30.88712398247263,8.140087650324123e-5
North,8,2020,Herbivore,8775.002983355436,0.05959301168300718
North,8,2020,Omnivor,6917.622335929807,0.04276308387069729
North,8,2020,Predator,377.7975296065629,5.632488054982492e-4
North,8,2021,Herbivore,29673.400157425083,0.1659166888368531
North,8,2021,Omnivor,8950.747172939944,0.05099339459582727
North,8,2021,Predator,89.37080166279125,0.0033114203112520665
North,8,2022,Herbivore,1815.296645913724,0.02145404372121517
North,8,2022,Omnivor,2641.9999936228296,0.01829985487848353
North,8,2022,Predator,11.92383459594923,6.254314739411676e-4
North,8,2023,Herbivore,7085.314875,0.09899458375
North,8,2023,Omnivor,8804.5839375,0.0588057311875
North,8,2023,Predator,9.083125,5.663841875e-4
North,9,2011,Herbivore,4001.3250000000003,0.04697851
North,9,2011,Omnivor,5316.772285714285,0.03505849814285714
North,9,2011,Predator,1.4857142857142855,1.047497142857143e-4
North,9,2012,Herbivore,3710.752428571429,0.042941836428571425
North,9,2012,Omnivor,10640.308142857142,0.06482214071428571
North,9,2012,Predator,1.437142857142857,1.1400000000000001e-5
North,9,2013,Herbivore,4195.874428571428,0.04775772428571429
North,9,2013,Omnivor,13723.114,0.078237543
North,9,2013,Predator,5.152285714285714,4.433165714285714e-4
North,9,2014,Herbivore,5099.251428571429,0.06582573857142857
North,9,2014,Omnivor,16479.235857142856,0.09713404985714286
North,9,2014,Predator,7.599,2.983714285714286e-4
North,9,2015,Herbivore,6582.136285714286,0.09271262714285713
North,9,2015,Omnivor,22967.261142857144,0.15745967942857142
North,9,2015,Predator,0.48057142857142854,2.4857142857142858e-6
North,9,2016,Herbivore,2953.8425714285713,0.036706349
North,9,2016,Omnivor,15802.273571428572,0.08426057871428572
North,9,2016,Predator,4.257428571428571,3.728842857142857e-5
North,9,2017,Herbivore,11262.258185512554,0.0658940541823629
North,9,2017,Omnivor,7623.03603644719,0.05205503394196352
North,9,2017,Predator,28.10824563509875,7.485295941264291e-5
North,9,2018,Herbivore,4559.288781563761,0.04345439373953031
North,9,2018,Omnivor,11794.366129243364,0.07564974712773755
North,9,2018,Predator,12.3206958513,2.1296730197987e-4
North,9,2019,Herbivore,6953.1351108221115,0.057545386934505734
North,9,2019,Omnivor,8741.344197088718,0.050467311929929225
North,9,2019,Predator,8.677304683526666,9.055111266738804e-5
North,9,2020,Herbivore,17585.928695126913,0.10936240722254881
North,9,2020,Omnivor,7914.147860568601,0.04653974945623531
North,9,2020,Predator,38.977305470171814,9.635223426359263e-4
North,9,2021,Herbivore,3478.3967612340093,0.03932585343057222
North,9,2021,Omnivor,6462.64977782052,0.0396132035817859
North,9,2021,Predator,45.731720844766606,0.004906995565676241
North,9,2022,Herbivore,2060.0968993239567,0.02403474014684397
North,9,2022,Omnivor,3047.9760722267893,0.022476035390946544
North,9,2022,Predator,23.2425787430756,0.00252477018035794
North,9,2023,Herbivore,4578.351,0.06152194857142857
North,9,2023,Omnivor,4130.4742857142855,0.025990243428571425
North,9,2023,Predator,0.576,5.142857142857143e-6
North,10,2011,Herbivore,3902.737285714286,0.037520780000000004
North,10,2011,Omnivor,4530.941,0.031240346428571427
North,10,2011,Predator,9.430285714285713,2.9315814285714285e-4
North,10,2012,Herbivore,5152.658857142857,0.05070458342857143
North,10,2012,Omnivor,16675.631857142856,0.13462073985714285
North,10,2012,Predator,22.416857142857143,0.001659857142857143
North,10,2013,Herbivore,3933.1444285714288,0.039568882857142856
North,10,2013,Omnivor,6378.486142857143,0.03720705957142857
North,10,2013,Predator,4.005,4.5e-4
North,10,2014,Herbivore,4085.8085714285717,0.045736298571428566
North,10,2014,Omnivor,14396.545428571428,0.08961105985714285
North,10,2014,Predator,30.365142857142857,0.0030642857142857143
North,10,2015,Herbivore,4186.206714285714,0.051185037142857145
North,10,2015,Omnivor,13867.427857142857,0.08793143528571429
North,10,2015,Predator,84.906,0.00954
North,10,2016,Herbivore,3629.6498571428574,0.043959820000000004
North,10,2016,Omnivor,7600.6425714285715,0.04597299371428572
North,10,2016,Predator,12.472714285714286,0.0014014285714285715
North,10,2017,Herbivore,982.9622859658159,0.0079523831426351
North,10,2017,Omnivor,4957.892450904863,0.03275723620202959
North,10,2017,Predator,53.11620854906364,0.002218389623394215
North,10,2018,Herbivore,3910.9373626768515,0.03383861548492463
North,10,2018,Omnivor,5071.983133889101,0.03345870969062672
North,10,2018,Predator,8.268408499549825,6.361918378992841e-4
North,10,2019,Herbivore,1884.0567173985928,0.018212209802212324
North,10,2019,Omnivor,4222.166984149651,0.025913443561851754
North,10,2019,Predator,1.3601066290114492,4.008370524356594e-5
North,10,2020,Herbivore,5785.150325065498,0.048007310341728504
North,10,2020,Omnivor,6569.091001804704,0.03997310411180204
North,10,2020,Predator,15.238276662273174,0.0010600149226323438
North,10,2021,Herbivore,4390.356473421612,0.04353562758852151
North,10,2021,Omnivor,4500.697974412495,0.027868492569013834
North,10,2021,Predator,41.3725324737898,0.00414154360227139
North,10,2022,Herbivore,2683.140883549779,0.029517266933717437
North,10,2022,Omnivor,2963.326305455217,0.021163513587529655
North,10,2022,Predator,49.36646243820882,0.005519944191811086
North,10,2023,Herbivore,3397.0248571428574,0.04072844428571428
North,10,2023,Omnivor,3841.861857142857,0.021025900285714286
North,10,2023,Predator,1.782142857142857,1.1142857142857143e-4
North,11,2011,Herbivore,3283.2085714285718,0.030295338571428573
North,11,2011,Omnivor,2791.143857142857,0.023388539714285714
North,11,2011,Predator,6.3745714285714286,4.376357142857143e-5
North,11,2012,Herbivore,5305.082428571429,0.05181244571428571
North,11,2012,Omnivor,7235.385,0.04427384871428572
North,11,2012,Predator,6.442285714285714,5.64e-5
North,11,2013,Herbivore,3411.028142857143,0.03480597428571428
North,11,2013,Omnivor,3413.113,0.020549208142857142
North,11,2013,Predator,6.816,6.085714285714286e-5
North,11,2014,Herbivore,5708.5821428571435,0.053674074
North,11,2014,Omnivor,6680.709428571428,0.042176497285714286
North,11,2014,Predator,13.311857142857143,0.0014957142857142858
North,11,2015,Herbivore,2414.878142857143,0.026771971571428573
North,11,2015,Omnivor,4518.300428571429,0.031193114142857144
North,11,2015,Predator,56.27057142857143,0.006308575571428571
North,11,2016,Herbivore,3238.895285714286,0.03404887142857143
North,11,2016,Omnivor,4579.688571428571,0.027777040428571428
North,11,2016,Predator,5.146285714285714,2.2372814285714286e-4
North,11,2017,Herbivore,9806.403517074767,0.06186252975821743
North,11,2017,Omnivor,4378.493417853606,0.028659125795469857
North,11,2017,Predator,17.889705522149246,4.7562270796581925e-4
North,11,2018,Herbivore,5460.685898395812,0.04569462559627418
North,11,2018,Omnivor,1666.9975807892893,0.011640436150186631
North,11,2018,Predator,4.866147799641861,4.0262554419624697e-4
North,11,2019,Herbivore,5908.530745355226,0.04785121382792566
North,11,2019,Omnivor,1743.8650020091488,0.0122735940357653
North,11,2019,Predator,0.512187988588,1.9479681046457555e-5
North,11,2020,Herbivore,8820.793050926632,0.06704046913975983
North,11,2020,Omnivor,2455.3650516368602,0.017941494640346087
North,11,2020,Predator,1.8025542022964063,1.4441667165651295e-4
North,11,2021,Herbivore,4036.022293363863,0.031929989079149
North,11,2021,Omnivor,1989.4826623667363,0.013574052599574758
North,11,2021,Predator,2.7422857412065382,1.6570749686179923e-4
North,11,2022,Herbivore,3810.4145714285714,0.03527203857142857
North,11,2022,Omnivor,3194.006142857143,0.024023413857142857
North,11,2022,Predator,38.953714285714284,0.0043628612857142856
North,11,2023,Herbivore,6889.395571428572,0.06927289571428571
North,11,2023,Omnivor,4197.0804285714285,0.02924395242857143
North,11,2023,Predator,13.504285714285714,9.017142857142857e-4
North,12,2011,Herbivore,2053.014,0.020470908571428574
North,12,2011,Omnivor,731.8675714285714,0.006118664571428571
North,12,2011,Predator,9.594857142857142,1.910657142857143e-5
North,12,2012,Herbivore,2297.4286666666667,0.023369208333333332
North,12,2012,Omnivor,971.838,0.0074362560000000005
North,12,2012,Predator,31.55,2.2770233333333333e-4
North,12,2013,Herbivore,4499.895142857143,0.04244508428571429
North,12,2013,Omnivor,3126.093142857143,0.02711032742857143
North,12,2013,Predator,8.322857142857142,2.54149e-4
North,12,2014,Herbivore,6578.7742499999995,0.0637693275
North,12,2014,Omnivor,3144.83925,0.023405514500000002
North,12,2014,Predator,86.92200000000001,9.337800000000002e-4
North,12,2015,Herbivore,2960.571142857143,0.02964016714285714
North,12,2015,Omnivor,2641.665142857143,0.017838298428571427
North,12,2015,Predator,44.64114285714285,0.004215
North,12,2016,Herbivore,3254.7457142857147,0.03055718857142857
North,12,2016,Omnivor,1012.6574285714286,0.007007349714285714
North,12,2016,Predator,4.728428571428571,2.498625714285714e-4
North,12,2017,Herbivore,6837.018428571429,0.05467790714285714
North,12,2017,Omnivor,3389.6458571428575,0.028361841
North,12,2017,Predator,8.070428571428572,1.3458842857142858e-4
North,12,2018,Herbivore,3661.8193333333334,0.03332934
North,12,2018,Omnivor,2992.0495,0.025998921333333334
North,12,2018,Predator,15.234499999999999,2.695e-4
North,12,2019,Herbivore,7389.600333333334,0.06630512166666667
North,12,2019,Omnivor,1673.6958333333334,0.013870040666666665
North,12,2019,Predator,11.009,9.202349999999999e-5
North,12,2020,Herbivore,1444.9062000000001,0.01124087
North,12,2020,Omnivor,791.548,0.0072417728
North,12,2020,Predator,8.7042,9.78e-4
North,12,2021,Herbivore,3524.1920000000005,0.03241429428571429
North,12,2021,Omnivor,1191.0467142857144,0.010152969714285713
North,12,2021,Predator,11.506428571428572,4.8385714285714286e-4
North,12,2022,Herbivore,5707.782714285714,0.05232349571428571
North,12,2022,Omnivor,1673.209142857143,0.013359685999999999
North,12,2022,Predator,23.121,9.714251428571428e-4
North,12,2023,Herbivore,4184.132857142858,0.039168671428571424
North,12,2023,Omnivor,824.7825714285714,0.0064746237142857144
North,12,2023,Predator,3.0205714285714285,1.2302442857142857e-4
SouthCentral,1,2010,Herbivore,3681.43725,0.009118293750000001
