"","SubRegion","Month","Year","Microcystis","Secchi","DissNitrateNitrite","DissAmmonia","pH","Chl","Conductivity","Temperature","DissolvedOxygen","TurbidityNTU","TKN","TON","Salinity","DissOrthophos","TotPhos"
"646","Holland Cut",11,2022,1.5,200,0.1495,0.05,7.60666666666667,1.25,636,13.285,9.37,3.2,0.2055,NA,0.308085883045983,0.0505,0.058
"647","Holland Cut",12,2014,1,300,0.53,0.16,7.5825,1.11,772,13.36,NA,5.834,0.5,NA,0.377102414892476,0.07,0.08
"648","Holland Cut",12,2015,1,140,0.46,0.085,7.83,13.56,892.5,10.875,NA,5.18,0.45,NA,0.438216051550391,0.03,0.075
"649","Holland Cut",12,2021,1,162.666666666667,0.48,0.05,7.14,1.22,568,12.3866666666667,8.365,5.8,0.428,NA,0.274171089409756,0.071,0.065
"650","Holland Cut",12,2022,1,187,0.179,0.064,7.44,0.9,917.333333333333,10.0466666666667,9.665,4.1,0.259,NA,0.450404761695021,0.05,0.047
"651","Honker Bay",2,2016,1,24,0.47,0.1,7.6,1.12,315,10.715,9.5,NA,0.7,NA,0.194836878081057,0.04,0.11
"652","Honker Bay",5,2018,1,32.3333333333333,0.36,0.05,7.88,5.32,3839.66666666667,18.165,9.215,NA,0.4,NA,1.56764900552849,0.07,0.1
"653","Honker Bay",6,2010,1,28.4,0.18,0.05,7.73,5.06,1987.6,19.95,8.7,39.9666666666667,0.3,NA,0.879833798810212,0.04,0.06
"654","Honker Bay",6,2017,1,48,0.19,0.05,7.72,3.44,1187.2,21.0466666666667,8.53,35.2,0.2,NA,0.589134966160912,0.05,0.06
"655","Honker Bay",7,2017,1,30.5,0.1,0.07,7.79,7.52,3818.25,21.805,8.28,61.45,0.3,NA,2.05734173270562,0.05,0.05
"656","Honker Bay",9,2017,1.2,41.4,0.33,0.09,7.76,2.985,5109,22.1333333333333,8.33,42.125,0.3,NA,2.37046986271469,0.08,0.08
"657","Honker Bay",10,2011,1,39.4,0.25,0.07,7.91,2.6,2422.8,18.9,8.65,29.45,0.2,NA,1.14266670803224,0.05,0.06
"658","Liberty Island",6,2012,1,49,0.2815,0.14,NA,NA,178.25,20.05,NA,22.65,NA,NA,0.0836988005277364,0.0715,NA
"659","Liberty Island",6,2013,1,54.5,0.3762,0.102,NA,NA,174.25,21.075,NA,15.85,NA,NA,0.0817794382060916,0.083,NA
"660","Liberty Island",6,2014,1,54.75,0.3908,0.1,NA,NA,195.75,21.75,NA,14.1,NA,NA,0.0920936924344651,0.1228,NA
"661","Liberty Island",6,2015,1,79,0.255166666666667,0.08,7.3,NA,236.6,21.28,NA,11,NA,NA,0.111831784585631,0.130833333333333,NA
"662","Liberty Island",6,2016,1,59.5,0.1545,0.0625,8.05,14.575,173.857142857143,21.9428571428571,8.2,27.45,NA,NA,0.0816094651081125,0.06925,NA
"663","Liberty Island",6,2017,1,87.25,0.142333333333333,0.0411111111111111,NA,7.4,234.25,20.65,NA,14.1,NA,NA,0.110742484717375,0.135444444444444,NA
"664","Liberty Island",6,2018,1,102.75,0.172,0.12,NA,1.1,167,20.725,NA,9.35,NA,NA,0.0783029874002154,0.077,NA
"665","Liberty Island",6,2020,2,121.333333333333,0.1292,0.038,8.1,1.21666666666667,165.5,22.125,8,9.3,NA,NA,0.0775847709229063,0.1512,NA
"666","Liberty Island",6,2021,1,80.7142857142857,0.0616666666666667,0.04,NA,3.06666666666667,446.142857142857,21.2571428571429,NA,8.675,NA,NA,0.219589668325127,0.129,NA
"667","Liberty Island",6,2022,1,110.142857142857,0.065,0.04,NA,NA,156.285714285714,22.0571428571429,NA,7.25,NA,NA,0.0731683602025947,0.052,NA
"668","Liberty Island",7,2012,2,67,0.172857142857143,0.125714285714286,NA,NA,142,21.5333333333333,NA,16,NA,NA,0.0663265273094761,0.0485714285714286,NA
"669","Liberty Island",7,2014,1.33333333333333,86.75,0.125,0.01,NA,NA,166.25,23.225,NA,9.96666666666667,NA,NA,0.0779422017172121,0.137,NA
"670","Liberty Island",7,2015,2.66666666666667,93.25,0.157,0.045,7.6,NA,220.2,22.58,6.8,9.56666666666667,NA,NA,0.103859614980355,0.113,NA
"671","Liberty Island",7,2016,1.5,69.3333333333333,0.098875,0.04,NA,9.1,135,21.3666666666667,NA,12.2,NA,NA,0.0629746211100284,0.12075,NA
"672","Liberty Island",7,2017,1,103.5,0.0931428571428571,0.03,NA,1.75,143,22.65,NA,8.7,NA,NA,0.0668052852899479,0.135285714285714,NA
"673","Liberty Island",7,2018,1,123.666666666667,0.101,0.036,7.59285714285714,2.05,192.764705882353,22.8176470588235,7.22142857142857,7.15,NA,NA,0.0907175165063423,0.151333333333333,NA
"674","Liberty Island",7,2019,1,116,0.065,0.02,NA,2.465,141,21.3666666666667,NA,16,NA,NA,0.0658474151687089,0.095,NA
"675","Liberty Island",7,2020,2.33333333333333,109.25,0.156,0.08,8.0875,0.9375,147.666666666667,21.5916666666667,8.2625,5.36666666666667,NA,NA,0.0690400912097241,0.07,NA
"676","Liberty Island",7,2021,2.5,82.2,0.025,0.04,NA,2.21666666666667,219.4,22.06,NA,8.35,NA,NA,0.10346514727136,0.146333333333333,NA
"677","Liberty Island",7,2022,1,99.5,0.03,0.04,NA,1.8,138,21.65,NA,8.56666666666667,NA,NA,0.064411161261046,0.042,NA
"678","Liberty Island",8,2014,2,111,0.074,0.0314285714285714,NA,NA,172,21.9,NA,7.9,NA,NA,0.0806980297525719,0.0988571428571429,NA
"679","Liberty Island",8,2015,2,72,0.206,0.055,7.5,NA,254.5,21.7,6.1,8,NA,NA,0.120477716640806,0.1005,NA
"680","Liberty Island",8,2016,2,121.5,0.0865555555555556,0.0277777777777778,NA,7.28571428571429,146,20.95,NA,6.35,NA,NA,0.0682416150051771,0.107888888888889,NA
"681","Liberty Island",8,2017,1,114,0.0796744186046512,0.0169767441860465,NA,6.7,140.5,21.2,NA,6.25,NA,NA,0.0656081090803094,0.15253488372093,NA
"682","Liberty Island",8,2018,1,187,0.0825555555555556,0.0233333333333333,7.7,2.1,256.6,21.4,11.6,4.6,NA,NA,0.121446409893558,0.167611111111111,NA
"683","Liberty Island",8,2020,1.5,108.5,0.103857142857143,0.06,NA,1.4,186.5,22.95,NA,4.25,NA,NA,0.0876523350525974,0.133142857142857,NA
"684","Liberty Island",8,2021,1.25,123.25,0.0171428571428571,0.04,NA,2.6,203.5,20.775,NA,7.725,NA,NA,0.0958150433806459,0.0855,NA
"685","Liberty Island",8,2022,1.5,138.25,0.015,0.035,NA,NA,137.5,23.525,NA,4.075,NA,NA,0.0641716256781985,0.047,NA
"686","Liberty Island",9,2012,1,103,0.172,0.13,NA,NA,203,20.6,NA,8.9,NA,NA,0.0955745888896929,0.057,NA
"687","Liberty Island",9,2015,2,135,0.199,0.08,NA,NA,252,23.4,NA,6.5,NA,NA,0.11916859151355,0.1355,NA
"688","Liberty Island",9,2016,2,139,0.0958,0.036,NA,4.64,180,18.8,NA,5.2,NA,NA,0.0845340757562894,0.1052,NA
"689","Liberty Island",9,2017,1,114,0.099,0.085,NA,2.425,150,21.9,NA,6.6,NA,NA,0.0701571733949793,0.094,NA
"690","Liberty Island",9,2018,1,108,0.0819,0.031,NA,2.14444444444444,204,21.1,NA,4.1,NA,NA,0.0960550581466691,0.1469,NA
"691","Liberty Island",9,2019,1,134,0.139,0.09,7.4,1.025,173,21.3,8,4,NA,NA,0.0811890292962241,0.065,NA
"692","Liberty Island",9,2021,1,174.5,0.0233333333333333,0.0383333333333333,NA,2.3,223,22.9,NA,3.4,NA,NA,0.1051918629399,0.101833333333333,NA
"693","Liberty Island",10,2015,2,185,0.23,0.095,NA,NA,214,21.5,NA,4.7,NA,NA,0.100861987560788,0.1255,NA
"694","Liberty Island",10,2016,1,67,0.1468,0.064,NA,2.12,158,17.3,NA,22.7,NA,NA,0.0739890394320595,0.0986,NA
"695","Liberty Island",10,2017,1,92,0.116,0.08,NA,2.64,133,17.4,NA,9.3,NA,NA,0.0620170394211866,0.0996,NA
"696","Liberty Island",10,2018,1,111,0.198285714285714,0.1,8.175,1.1375,248.777777777778,17.6777777777778,9.3875,7.1,NA,NA,0.117740432372681,0.124307692307692,NA
"697","Liberty Island",10,2019,1,132,0.1595,0.1,8,1.45,169,16.9,NA,4.3,NA,NA,0.0792651496690431,0.078,NA
"698","Liberty Island",10,2021,1,94,0.046,0.04,NA,3.375,168,15.7,NA,9.1,NA,NA,0.078780801039003,0.084,NA
"699","Liberty Island",11,2012,1,90,0.36,0.25,NA,NA,181,14,NA,10.7,NA,NA,0.0850137180561286,0.08,NA
"700","Liberty Island",11,2014,2,166,0.3215,0.14,NA,NA,195,16.6,NA,3.9,NA,NA,0.0917322350221805,0.086,NA
"701","Liberty Island",11,2015,2,185,0.213333333333333,0.11,NA,NA,200,14.1,NA,4.2,NA,NA,0.0941334174784499,0.113333333333333,NA
"702","Liberty Island",11,2016,1,170,0.171428571428571,0.0671428571428571,NA,1.95,324,16.8,NA,3.5,NA,NA,0.15404802390491,0.106714285714286,NA
"703","Liberty Island",11,2017,1,180,0.2,0.09,NA,1.36666666666667,150,15,NA,4.5,NA,NA,0.0701571733949793,0.065,NA
"704","Liberty Island",11,2018,1,166,0.266666666666667,0.136666666666667,NA,1,163,16.5,NA,3.4,NA,NA,0.0763845776577332,0.0966666666666667,NA
"705","Liberty Island",11,2021,1,89.5,0.505,0.09,NA,1,204,15.6,NA,9.45,NA,NA,0.0960552375413485,0.1235,NA
"706","Liberty Island",12,2012,1,22,0.389,0.07,NA,NA,206,11.5,NA,66.7,NA,NA,0.0970161165452006,0.165,NA
"707","Liberty Island",12,2014,1,11,0.6165,0.125,NA,NA,189,12,NA,212,NA,NA,0.0888520368837082,0.1595,NA
"708","Liberty Island",12,2015,1,115,0.36,0.135,NA,3.5,215,10.5,NA,14,NA,NA,0.101342909780902,0.075,NA
"709","Liberty Island",12,2016,1,100,0.25,0.07,NA,2.6,198,10.3,NA,13,NA,NA,0.093172830551995,0.13,NA
"710","Liberty Island",12,2017,1,143,0.235,0.09,NA,2.55,170,9.9,NA,7.1,NA,NA,0.0797393045187811,0.055,NA
"711","Liberty Island",12,2019,1,70,0.45,0.16,7.5,1.15,191,11.4,8.3,11.8,NA,NA,0.0898149715254482,0.08,NA
"712","Liberty Island",12,2021,1,110,0.45,0.04,NA,1.1,209,11.85,NA,10.05,NA,NA,0.0984580285371119,0.072,NA
"713","Lower Cache Slough",6,2013,1,56.8333333333333,0.3642,0.132,NA,NA,175.333333333333,21,NA,18.175,NA,NA,0.0823007189160897,0.082,NA
"714","Lower Cache Slough",6,2014,1,68.3333333333333,0.421333333333333,0.176666666666667,NA,NA,242.666666666667,21.7666666666667,NA,13.875,NA,NA,0.114725835079594,0.0903333333333333,NA
"715","Lower Cache Slough",6,2015,1,74.1666666666667,0.43,0.226666666666667,NA,NA,245.5,21.6166666666667,NA,12.55,NA,NA,0.116220476784894,0.103666666666667,NA
"716","Lower Cache Slough",6,2016,1.25,66.3333333333333,0.219333333333333,0.176666666666667,NA,5.5,149.166666666667,21.2833333333333,NA,12.025,NA,NA,0.0697585130552164,0.064,NA
"717","Lower Cache Slough",6,2017,1,83.3333333333333,0.122,0.08,7.8,1.6,204.571428571429,20.9142857142857,8.1,12.225,NA,NA,0.0965617153690433,0.077,NA
"718","Lower Cache Slough",6,2019,1,86.3333333333333,0.108,0.11,NA,1.8,160.666666666667,20.2666666666667,NA,14.275,NA,NA,0.0752802081094287,0.043,NA
"719","Lower Cache Slough",6,2020,3.5,124.25,0.201,0.1,NA,1.13333333333333,154.25,22.05,NA,7.1,NA,NA,0.0721936271714422,0.0876666666666667,NA
"720","Lower Cache Slough",6,2021,1.25,67.1428571428571,0.11,0.03,NA,1.7,228.857142857143,21.8,NA,11.85,NA,NA,0.108103943763879,0.07,NA
"721","Lower Cache Slough",6,2022,1,95.7142857142857,0.125,0.03,NA,1.6,155,22.3285714285714,NA,6.875,NA,NA,0.0725523179077287,0.0495,NA
"722","Lower Cache Slough",7,2015,2.33333333333333,79.4285714285714,0.353,0.08,NA,NA,229.571428571429,23.1714285714286,NA,12.6666666666667,NA,NA,0.108397033434249,0.088,NA
"723","Lower Cache Slough",7,2016,1.75,91.8,0.156666666666667,0.126666666666667,NA,3.3,124.2,21.8,NA,11.725,NA,NA,0.0578035641189829,0.0543333333333333,NA
"724","Lower Cache Slough",7,2017,1,96.5,0.148,0.13,7.65,2.2,139.833333333333,23.0833333333333,7.9,13.325,NA,NA,0.0652892519271486,0.069,NA
"725","Lower Cache Slough",7,2018,1,118.8,0.136,0.135,7.56,1.75,140.1,22.66,7.72,8.675,NA,NA,0.0654167876020364,0.074,NA
"726","Lower Cache Slough",7,2020,2.33333333333333,121.142857142857,0.17,0.11,7.7,0.9,155.875,22.15,8,5.93333333333333,NA,NA,0.072973959315717,0.062,NA
"727","Lower Cache Slough",7,2021,2.25,75.8,0.085,0.03,NA,1.9,239,22.54,NA,13.125,NA,NA,0.112915463453838,0.0615,NA
"728","Lower Cache Slough",8,2014,1.5,97.5,0.318,0.1,NA,NA,180.5,22.05,NA,8.3,NA,NA,0.0847743708077683,0.085,NA
"729","Lower Cache Slough",8,2015,2,92,0.329,0.14,NA,NA,205.5,22.2,NA,8.7,NA,NA,0.0967776528780817,0.084,NA
"730","Lower Cache Slough",8,2016,2,135.25,0.073,0.13,NA,2.9,142.75,21.025,NA,6.15,NA,NA,0.0666854172480643,0.0665,NA
"731","Lower Cache Slough",8,2017,1,113.75,0.133,0.11,8,2.2,156.666666666667,21.8333333333333,8.05,7.475,NA,NA,0.0733609140508529,0.068,NA
"732","Lower Cache Slough",8,2018,1.25,171.5,0.124,0.07,7.76666666666667,1.5,164.714285714286,21.2285714285714,8.36666666666667,5.26666666666667,NA,NA,0.0772072777222776,0.07,NA
"733","Lower Cache Slough",8,2019,1,109.5,0.171,0.13,NA,1.6,157.5,22.175,NA,5.4,NA,NA,0.0738052688029764,0.074,NA
"734","Lower Cache Slough",8,2020,1.5,118,0.181,0.13,NA,0.5,190.5,22.875,NA,5,NA,NA,0.0895748588769311,0.075,NA
"735","Lower Cache Slough",8,2021,1.5,109,0.065,0.04,NA,1.8,207.75,21.575,NA,7.7,NA,NA,0.0978574861271933,0.059,NA
"736","Lower Cache Slough",8,2022,1.5,141.25,0.07,0.04,NA,NA,138,23.85,NA,4.425,NA,NA,0.0644110324841119,0.04,NA
"737","Lower Cache Slough",9,2015,2,117.333333333333,0.235,0.09,NA,NA,267.333333333333,21.8666666666667,NA,6.46666666666667,NA,NA,0.126596781547345,0.109,NA
"738","Lower Cache Slough",9,2016,1.66666666666667,123.666666666667,0.153,0.13,NA,1.3,177.333333333333,19.3333333333333,NA,4.93333333333333,NA,NA,0.0832552054679173,0.069,NA
"739","Lower Cache Slough",9,2017,1,127,0.117,0.14,7.45,2,149.4,21.3,8.2,6.33333333333333,NA,NA,0.0698711728436158,0.064,NA
"740","Lower Cache Slough",9,2018,1.33333333333333,165.666666666667,0.15,0.09,7.95,1.75,189.2,20.76,8.2,4.26666666666667,NA,NA,0.0889492771747665,0.082,NA
"741","Lower Cache Slough",9,2019,1,86,0.102,0.12,NA,1.4,213.666666666667,21.4333333333333,NA,5.86666666666667,NA,NA,0.100708543322119,0.084,NA
"742","Lower Cache Slough",9,2021,1,136,0.1,0.02,NA,1.2,225.666666666667,22.7333333333333,NA,4.36666666666667,NA,NA,0.106476949654031,0.058,NA
"743","Lower Cache Slough",10,2015,2,180,0.385,0.12,NA,NA,209.666666666667,20.7333333333333,NA,4.96666666666667,NA,NA,0.0987785382248153,0.1,NA
"744","Lower Cache Slough",10,2016,1,123,0.219,0.19,NA,1.1,146,17.1666666666667,NA,4.93333333333333,NA,NA,0.0682416369118501,0.07,NA
"745","Lower Cache Slough",10,2017,1,120.666666666667,0.186333333333333,0.22,7.05,1.75,136,16.8,8.5,8,NA,NA,0.0634547161756209,0.0576666666666667,NA
"746","Lower Cache Slough",10,2018,1,126.666666666667,0.253333333333333,0.176666666666667,7.85714285714286,0.8,158.5,17.98,8.71428571428571,6.8,NA,NA,0.0742289141474692,0.0834285714285714,NA
"747","Lower Cache Slough",10,2019,1,102.333333333333,0.122,0.04,7.9,1.49,166.75,17.125,NA,8.16666666666667,NA,NA,0.0781844636197403,0.055,NA
"748","Lower Cache Slough",10,2020,1,150,0.186,0.075,NA,2.35,163.333333333333,19.5,NA,3.96666666666667,NA,NA,0.0765448078492877,0.093,NA
"749","Lower Cache Slough",10,2021,1,115.333333333333,0.08,0.03,NA,1.3,165.333333333333,16.1666666666667,NA,8.23333333333333,NA,NA,0.0775028883806044,0.059,NA
"750","Lower Cache Slough",11,2014,1.66666666666667,165,0.521,0.24,NA,NA,203.666666666667,15.6333333333333,NA,5.13333333333333,NA,NA,0.0958957589128004,0.095,NA
"751","Lower Cache Slough",11,2015,1.66666666666667,216.666666666667,0.58,0.25,NA,NA,202.666666666667,13.6666666666667,NA,3.75,NA,NA,0.095414708559272,0.1,NA
"752","Lower Cache Slough",11,2016,1,159,0.435,0.235,NA,1.4,267,16.7,NA,3.7,NA,NA,0.126429575905039,0.085,NA
"753","Lower Cache Slough",11,2017,1,182.333333333333,0.34,0.2,6.5,0.9,145,15.225,8.7,5.63333333333333,NA,NA,0.0677636713772228,0.07,NA
"754","Lower Cache Slough",11,2020,1,149.666666666667,0.22,0.12,NA,1.5,161.333333333333,13.5,NA,4.33333333333333,NA,NA,0.0755860444739388,0.08,NA
"755","Lower Cache Slough",12,2014,1,14.6666666666667,0.745,0.13,NA,NA,181,11.5666666666667,NA,215.666666666667,NA,NA,0.0850181677028753,0.103,NA
"756","Lower Cache Slough",12,2015,1.33333333333333,145.333333333333,0.51,0.45,NA,1.9,247,10.3333333333333,NA,12.6333333333333,NA,NA,0.116769427594444,0.1,NA
"757","Lower Cache Slough",12,2016,1,94.3333333333333,0.33,0.23,NA,1,223.333333333333,10,NA,11.5666666666667,NA,NA,0.105381462901057,0.08,NA
"758","Lower Cache Slough",12,2017,1,140,0.26,0.28,NA,1.3,170.666666666667,10.0333333333333,NA,6.76666666666667,NA,NA,0.0800589980994592,0.06,NA
"759","Lower Cache Slough",12,2019,1,82.3333333333333,0.52,0.19,NA,1,185.666666666667,10.8666666666667,NA,12.9,NA,NA,0.0872611726840014,0.07,NA
"760","Lower Cache Slough",12,2020,1,128,0.29,0.11,NA,0.8,183,10.2666666666667,NA,5.13333333333333,NA,NA,0.0859732302996971,0.07,NA
"761","Lower Cache Slough",12,2021,1,80.6666666666667,0.45,0.04,NA,1.5,202.333333333333,11.4333333333333,NA,18.8666666666667,NA,NA,0.0952561411852236,0.072,NA
"762","Lower Mokelumne River",2,2022,1,175,0.16,0.04,7.68,1.2,189.3,11.77,NA,NA,NA,NA,0.0889960162052879,0.029,NA
"763","Lower Mokelumne River",3,2020,1,200,0.301,0.1,7.52,1.7,216.85,13.188,9.42,NA,NA,NA,0.102260539886493,0.051,NA
"764","Lower Mokelumne River",3,2021,1,137.5,0.44,0.13,7.82333333333333,1.45555555555556,212.05,14.612,9.91444444444445,NA,NA,NA,0.0999302289372596,0.08,NA
"765","Lower Mokelumne River",3,2022,1,175,0.18,0.03,7.85,1.7,194.15,15.545,NA,NA,NA,NA,0.091341753192176,0.025,NA
"766","Lower Mokelumne River",4,2021,1,213.333333333333,0.2805,0.04,NA,22.1,228.8,17.3,NA,NA,NA,NA,0.108011663246705,0.0615,NA
"767","Lower Mokelumne River",4,2022,1,193.333333333333,0.16,0.04,7.57,NA,176.266666666667,16.52,8.78,NA,NA,NA,0.082749969956116,0.066,NA
"768","Lower Mokelumne River",5,2018,1,175,0.175,0.17,7.615,1.5,140.466666666667,19.2916666666667,8.66666666666667,NA,NA,NA,0.0655922506731648,0.0996666666666667,NA
"769","Lower Mokelumne River",5,2020,1,189.5,0.36,0.05,7.81,1.75,148.25,20.65025,8.485,NA,NA,NA,0.0693191564282555,0.064,NA
"770","Lower Mokelumne River",5,2021,1,150,0.1,0.035,7.85,10.2,188,20.04,NA,NA,NA,NA,0.0883721285150298,0.0595,NA
"771","Lower Mokelumne River",6,2020,1.66666666666667,155.75,0.36,0.04,7.39,1.2,165.08,22.9596,8.57,4.4,NA,NA,0.0773821612234627,0.062,NA
"772","Lower Mokelumne River",6,2021,2.33333333333333,177.5,0.15,0.03,7.88,1.4,189.383333333333,23.2183333333333,NA,4.2,NA,NA,0.0890427869326993,0.051,NA
"773","Lower Mokelumne River",6,2022,1.66666666666667,162.333333333333,0.15,0.03,7.77,2.2,202.283333333333,22.3316666666667,8.36,3.2,NA,NA,0.0952844591004926,0.057,NA
"774","Lower Mokelumne River",7,2018,1.25,107,0.135,0.12,7.53,6.7,142.871428571429,24.0167142857143,9.05,5.7,NA,NA,0.0667443691164461,0.054,NA
"775","Lower Mokelumne River",7,2020,2,245.25,0.2455,0.06,7.78777777777778,3.14444444444444,153.216666666667,24.0041666666667,8.23777777777778,3.5,NA,NA,0.0716986016595591,0.0445,NA
"776","Lower Mokelumne River",7,2021,2,195,0.14,0.03,7.7,1.5,173.233333333333,24.5066666666667,NA,3,NA,NA,0.0812953250445499,0.046,NA
"777","Lower Mokelumne River",8,2019,1.33333333333333,189,0.1545,0.07,7.4225,1.9125,120.933333333333,23.4923333333333,8.33333333333333,15.15,NA,NA,0.056239013342039,0.0465,NA
"778","Lower Mokelumne River",8,2020,1,177,0.229,0.07,NA,1.4,190,22.9,NA,3.3,NA,NA,0.0893345220616446,0.0675,NA
"779","Lower Mokelumne River",8,2022,1,305.666666666667,0.06,0.04,7.72,NA,136.233333333333,23.3566666666667,8.46,2.5,NA,NA,0.0635652021590381,0.03,NA
"780","Lower Mokelumne River",9,2019,1.2,198,0.169,0.1,7.53,1.12,131.55,20.269,8.785,3.175,NA,NA,0.0613189049429838,0.046,NA
"781","Lower Mokelumne River",9,2020,1,193.4,0.254,0.08,7.68,1.1,199.766666666667,21.085,7.88,5.7,NA,NA,0.0940243845963361,0.065,NA
"782","Lower Mokelumne River",9,2021,1.25,257.75,0.07,0.04,7.94,1.5,212.9,22.3725,NA,6.86666666666667,NA,NA,0.100334373530875,0.054,NA
"783","Lower Mokelumne River",10,2018,1,333.5,0.2905,0.195,7.55666666666667,1.15,132.857142857143,17.4098571428571,9,2.125,NA,NA,0.0619481940352086,0.069,NA
"784","Lower Mokelumne River",10,2019,1,240,0.148,0.02,7.59,1.4,107.633333333333,16.8308333333333,9.18,2.825,NA,NA,0.0498676842492145,0.034,NA
"785","Lower Mokelumne River",10,2020,1,311,0.2685,0.04,7.60428571428571,1.03333333333333,147.341666666667,19.4333333333333,8.35625,2.125,NA,NA,0.0688845475843911,0.0655,NA
"786","Lower Mokelumne River",10,2021,1,278.4,0.09,0.03,7.92,2.3,154.46,15.872,NA,7.825,NA,NA,0.0722969259636588,0.049,NA
"787","Lower Mokelumne River",11,2019,1,408.75,0.43,0.09,7.5,0.7,137.8,14.3,8.7,3.35,NA,NA,0.0643155659060135,0.06,NA
"788","Lower Mokelumne River",11,2020,1,287.4,0.34,0.05,7.7,0.65,174.683333333333,12.8166666666667,9.9,2.1,NA,NA,0.0819869265687715,0.07,NA
"789","Lower Mokelumne River",12,2019,1,118.5,0.65,0.1,7.38,0.4,176.166666666667,10.9321666666667,8.105,8.825,NA,NA,0.0826985130742637,0.07,NA
"790","Lower Mokelumne River",12,2021,1,194.75,0.43,0.03,NA,1,249.75,11.15,NA,5.625,NA,NA,0.118236846064594,0.063,NA
"791","Lower Sacramento River",1,2016,1,60,0.62703344,0.215024985,7.8,1.925,13098,9.785,9.925,NA,0.6,NA,3.90419146842831,0.07469088,0.11
"792","Lower Sacramento River",1,2017,1,32,0.26,0.11,7.45,1.92,160,8.97,11.02,NA,0.4,NA,0.074947191013999,0.05,0.08
"793","Lower Sacramento River",1,2018,1,77.3333333333333,0.4202476,0.2192358525,7.47666666666667,1.43,4639.66666666667,9.785,10.07,NA,0.466666666666667,NA,1.95153804460638,0.06672596,0.0666666666666667
"794","Lower Sacramento River",1,2019,1,62,3.3,0.2665,7.605,1.135,1906.5,8.875,10.06,NA,0.6,NA,0.967684631257251,0.0785,0.1075
"795","Lower Sacramento River",1,2020,1,48,0.479269605,0.14199974,7.75666666666667,1.395,3901,9.315,10.5025,NA,0.366666666666667,NA,1.67514007207094,0.063933915,0.0625
"796","Lower Sacramento River",1,2022,1,40,0.6045,0.0545,7.39,1.24666666666667,325,9.425,10.1,NA,0.74,NA,0.122267153926267,0.071,0.098
"797","Lower Sacramento River",2,2016,1,34,0.38098295,0.13451724,7.6,1.595,205,10.675,9.7,NA,0.6,NA,0.0982677836363622,0.04117303,0.09
"798","Lower Sacramento River",2,2017,1,20,0.3,0.05,7.25,7.21,182,11.84,10.57,NA,0.4,NA,0.0854933921826207,0.08,0.13
"799","Lower Sacramento River",2,2018,1,64,0.480003303333333,0.145682826666667,7.41,2.19666666666667,1167.5,11.8433333333333,9.77333333333333,NA,0.45,NA,0.421188529226262,0.06855496,0.085
"800","Lower Sacramento River",2,2019,1,48,0.35852923,0.075002495,7.41,1.75,199,8.99,9.91,NA,0.5,NA,0.0818265524076506,0.07110679,0.08
"801","Lower Sacramento River",2,2020,1,40,0.435997966666667,0.144010326666667,7.825,2.31666666666667,1898.5,11.1966666666667,10.44,NA,0.31,NA,0.679781067017701,0.0581331,0.1075
"802","Lower Sacramento River",2,2022,1,45.3333333333333,0.42725,0.0645,7.65333333333333,1.418,2861,10.49,10.415,NA,0.311666666666667,NA,1.15385017609782,0.062,0.0726666666666667
"803","Lower Sacramento River",3,2016,1,47.8888888888889,0.3987393525,0.130486485,7.73333333333333,3.7225,922.111111111111,14.116,9.15,NA,0.5,NA,0.432983812559654,0.05221265,0.09
"804","Lower Sacramento River",3,2017,1,33.2857142857143,0.225035,0.050002495,7.41,3.15,165.285714285714,13,10.155,NA,0.3,NA,0.0790509821501869,0.04342953,0.07
"805","Lower Sacramento River",3,2018,1,58.3333333333333,0.562987715,0.1604939875,7.75333333333333,5.6825,840.333333333333,12.278,10.065,NA,0.433333333333333,NA,0.453731411592543,0.06891622,0.0766666666666667
"806","Lower Sacramento River",3,2019,1,35.4285714285714,0.22898697,0.05003001,7.6,6.6,193.142857142857,12.0475,9.57,NA,0.2,NA,0.0920084456220401,0.05670842,0.08
"807","Lower Sacramento River",3,2020,1,64,0.443333333333333,0.18,7.82,4.28666666666667,1715.83333333333,13.9333333333333,10.2533333333333,NA,0.286666666666667,NA,0.875681136082462,0.0763333333333333,0.103333333333333
"808","Lower Sacramento River",3,2021,1,59,0.5795,0.1235,7.835,6.385,2914.6,12.508,10.045,NA,0.428,NA,1.57799639378704,0.091,0.108
"809","Lower Sacramento River",3,2022,1,51.6,0.269666666666667,0.0466666666666667,8.15,4.0025,1250.4,14.8716666666667,10.8466666666667,NA,0.3065,NA,0.53763506684918,0.0476666666666667,0.062
"810","Lower Sacramento River",4,2016,1,55.1428571428571,0.229994975,0.13401199,7.88,9.47,207.428571428571,17.30625,9.235,NA,0.4,NA,0.0954990773852264,0.05214641,0.1
"811","Lower Sacramento River",4,2017,1,46.7142857142857,0.160032505,0.04446973,7.45,4.61,155.714285714286,14.1875,10.01,NA,0.2,NA,0.0725360411260924,0.03455778,0.04
"812","Lower Sacramento River",4,2018,1,74.8571428571429,0.21600298,0.11999248,7.6,1.895,147.714285714286,14.98375,9.165,NA,0.3,NA,0.069182372643158,0.05725712,0.06
"813","Lower Sacramento River",4,2019,1,68.8,0.143536005,0.062986485,7.45,3.435,172.142857142857,15.30125,9.66,NA,0.3,NA,0.0794242459886757,0.04095161,0.06
