LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Boron,7440-42-8,0.4,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Bromide,24959-67-9,0.15,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Calcium,7440-70-2,51,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Calcium,7440-70-2,51,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Chloride,16887-00-6,52,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Chlorophyll a,479-61-8,16.34,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Specific Conductance,0,1080,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Hardness,0,296,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Magnesium,7439-95-4,41,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Magnesium,7439-95-4,41,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Nitrate + Nitrite,NO3+NO2,0.42,0.05,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Nitrate,14797-55-8,1.72,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Organic Carbon,7440-44-0,7.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Organic Carbon,7440-44-0,7.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved ortho-Phosphate,14265-44-2,0.084,0.05,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Pheophytin a,0,3.69,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Phosphorus,7723-14-0,0.154,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Potassium,7440-09-7,2.4,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Potassium,7440-09-7,2.54,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Silica (SiO2),14808-60-7,16.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Silica (SiO2),14808-60-7,16.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Sodium,7440-23-5,132,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Sodium,7440-23-5,132,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Dissolved Solids,0,664,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Dissolved Solids,0,663,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Suspended Solids,0,46,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Volatile Suspended Solids,0,6,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Dissolved Sulfate,14808-79-8,159,15,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Total Kjeldahl Nitrogen,TKN,0.8,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Field Specific Conductance,0, 1079,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Field Dissolved Oxygen,0, 9.39,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Field pH,0, 8.32,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Field Water Temperature,0, 13.6,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Ag Drain on Colusa Basin Main Drain,COLUSA,A0294500,C0320B0203,03/04/2020 10:00,Field Turbidity,0, 26.1,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Alkalinity,471-34-1,86,1,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Bromide,24959-67-9,0.04,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Calcium,7440-70-2,18,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Chloride,16887-00-6,24,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Chlorophyll a,479-61-8,1.48,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Specific Conductance,0,288,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Hardness,0,75,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Magnesium,7439-95-4,7,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,1.43,0.05,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Nitrate,14797-55-8,6.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Organic Carbon,7440-44-0,3.9,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved ortho-Phosphate,14265-44-2,0.283,0.05,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Pheophytin a,0,1.83,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Phosphorus,7723-14-0,0.311,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Potassium,7440-09-7,4.2,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Silica (SiO2),14808-60-7,15,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Sodium,7440-23-5,26,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Dissolved Solids,0,162,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Suspended Solids,0,7,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Volatile Suspended Solids,0,1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Dissolved Sulfate,14808-79-8,14,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Total Kjeldahl Nitrogen,TKN,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Field Specific Conductance,0, 286,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Field Dissolved Oxygen,0, 10.16,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Field pH,0, 8.37,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Field Water Temperature,0, 13,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0320B0204,03/04/2020 11:00,Field Turbidity,0, 4.9,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Alkalinity,471-34-1,58.5,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Calcium,7440-70-2,11.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Chloride,16887-00-6,3.3,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Chlorophyll a,479-61-8,2.57,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Specific Conductance,0,137,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Hardness,0,52,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Magnesium,7439-95-4,5.75,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Nitrate + Nitrite,NO3+NO2,0.181,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Nitrate + Nitrite,NO3+NO2,0.181,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Organic Carbon,7440-44-0,2,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Organic Carbon,7440-44-0,1.9,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Pheophytin a,0,0.76,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Phosphorus,7723-14-0,0.05,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Potassium,7440-09-7,1.19,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Silica (SiO2),14808-60-7,18.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Sodium,7440-23-5,6.07,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Dissolved Solids,0,90,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Suspended Solids,0,27.8,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Volatile Suspended Solids,0,3.3,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Dissolved Sulfate,14808-79-8,5.49,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Total Kjeldahl Nitrogen,TKN,0.217,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field Specific Conductance,0, 131.1,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field Dissolved Oxygen,0, 10.97,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field pH,0, 7.31,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field Water Temperature,0, 9.4,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0324B0142,03/05/2024 10:32,Field Turbidity,0, 18.2,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Alkalinity,471-34-1,27.5,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Alkalinity,471-34-1,27.3,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Calcium,7440-70-2,6.04,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Chloride,16887-00-6,2.01,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Chloride,16887-00-6,2.01,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Chlorophyll a,479-61-8,1.57,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Specific Conductance,0,67,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Specific Conductance,0,67.1,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Hardness,0,25,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
